difficulty,grade,subject,language,question,optionA,optionB,optionC,optionD,correctOption,concept,hint
beginner,6,Biology,Tamil,உடலின் அனைத்து செயல்பாடுகளையும் கட்டுப்படுத்துவது எது?,சிறுநீரகம்,வயிறு,மூளை,நுரையீரல்,3,நரம்பியல் அமைப்பு,கட்டளை மையம்
beginner,6,Biology,Tamil,"வேறுபட்டது: ரோஜா, தாமரை, மாமரம், புலி",ரோஜா,தாமரை,மாமரம்,புலி,4,உயிரின உலகம்,தாவரங்களில் விலங்கு
beginner,6,Biology,Tamil,எந்த விலங்கு நிலத்திலும் நீரிலும் வாழ்கிறது?,நாய்,தவளை,சிங்கம்,பூனை,2,இருவாழ்விகள்,குளத்தில் குதிக்கும்
beginner,6,Biology,Tamil,இயற்கையாக நீரை சுத்திகரிக்கும் செயல்முறை எது?,வடிகட்டி,ஆவியாக்கம்,நீர் சுழற்சி,காய்ச்சி,3,நீர் சுழற்சி,மேகமும் மழையும்
beginner,6,Biology,Tamil,கூற்று: சுற்றுச்சூழல் நமக்கு வளங்களை அளிக்கிறது. காரணம்: அதில் உயிருள்ள மற்றும் உயிரற்றவை உள்ளன.,"இரண்டும் சரி, காரணம் விளக்குகிறது","இரண்டும் சரி, காரணம் விளக்கவில்லை","கூற்று சரி, காரணம் தவறு","கூற்று தவறு, காரணம் சரி",1,சுற்றுச்சூழல்,தொடர்பு
beginner,6,Biology,Tamil,பொருத்துக: (a) இதயம் (b) நுரையீரல் (c) மூளை (d) வயிறு → (i) சுவாசம் (ii) கட்டுப்பாடு (iii) இரத்த ஓட்டம் (iv) செரிமானம்,"a-iii,b-i,c-ii,d-iv","a-i,b-iii,c-iv,d-ii","a-iv,b-ii,c-iii,d-i","a-ii,b-iv,c-i,d-iii",1,உறுப்புகள்,செயல்பாடு பொருத்தம்
beginner,6,Biology,Tamil,மனிதர்கள் சுவாசத்தில் வெளியேற்றும் வாயு எது?,ஆக்சிஜன்,நைட்ரஜன்,கார்பன் டையாக்சைடு,ஹைட்ரஜன்,3,சுவாசம்,சுவாசிப்பதற்கு மாறானது
beginner,6,Biology,Tamil,நீர்நிலைத்தாவரத்தின் உதாரணம் எது?,ரோஜா,தாமரை,வேம்பு,மாமரம்,2,தாவர வாழிடம்,நீரில் வளரும்
beginner,6,Biology,Tamil,எந்த உறுப்பு இரத்தத்தை சுத்திகரிக்கிறது?,கருப்பை,இதயம்,சிறுநீரகம்,நுரையீரல்,3,வெளியேற்றம்,கழிவுகளை வடிகட்டுகிறது
beginner,6,Biology,Tamil,எந்த வைட்டமின் சூரிய ஒளியில் கிடைக்கிறது?,வைட்டமின் A,வைட்டமின் B,வைட்டமின் C,வைட்டமின் D,4,ஆரோக்கியம்,காலை சூரியன்
beginner,6,Biology,Tamil,"வேறுபட்டது: அமீபா, பரமீசியம், ஹைட்ரா, மாமரம்",அமீபா,பரமீசியம்,ஹைட்ரா,மாமரம்,4,உயிரணு,பலஅணுயிர்
beginner,6,Biology,Tamil,"எத்தனை கூற்றுகள் உண்மையானவை? (i) மீன்களுக்கு கிளப்பைகள் உள்ளன, (ii) பறவைகளுக்கு இறகுகள் உள்ளன, (iii) மனிதர்கள் தோல் மூலம் சுவாசிக்கிறார்கள், (iv) தவளைகள் இருவாழ்விகள்",2,3,4,1,2,விலங்கு பண்புகள்,கவனமாகப் பாருங்கள்
beginner,6,Biology,Tamil,எந்த உறுப்பு உணவைச் செரிக்க உதவுகிறது?,சிறுநீரகம்,மூளை,வயிறு,நுரையீரல்,3,செரிமான அமைப்பு,உணவை அரைக்கிறது
beginner,6,Biology,Tamil,எது தாவரப் பொருள் அல்ல?,அரிசி,பருத்தி,கம்பளி,பழங்கள்,3,தாவரப் பயன்பாடு,ஆட்டிலிருந்து கிடைக்கும்
beginner,6,Biology,Tamil,காற்றில் 78% உள்ள வாயு எது?,ஆக்சிஜன்,கார்பன் டையாக்சைடு,நைட்ரஜன்,ஹைட்ரஜன்,3,காற்று,முக்கிய கூறு
beginner,6,Biology,Tamil,எது பாலைவனத் தாவரம்?,மாமரம்,தாமரை,காக்டஸ்,ரோஜா,3,தாவர வாழிடம்,முள் கொண்டது
beginner,6,Biology,Tamil,கூற்று: ஒளிச்சேர்க்கைக்கு சூரிய ஒளி அவசியம். காரணம்: சூரிய ஒளி ஆற்றலை வழங்குகிறது.,"இரண்டும் சரி, காரணம் விளக்குகிறது","இரண்டும் சரி, காரணம் விளக்கவில்லை","கூற்று சரி, காரணம் தவறு","கூற்று தவறு, காரணம் சரி",1,ஒளிச்சேர்க்கை,ஒளி தேவை
beginner,6,Biology,Tamil,பொருத்துக: (a) காக்டஸ் (b) திமிங்கிலம் (c) பனிக்கரடி (d) குரங்கு → (i) கடல் (ii) பனிப்பகுதி (iii) காடு (iv) பாலைவனம்,"a-iv,b-i,c-ii,d-iii","a-iii,b-ii,c-i,d-iv","a-ii,b-iv,c-iii,d-i","a-i,b-iii,c-iv,d-ii",1,வாழிடம்,தழுவல்
beginner,6,Biology,Tamil,சமநிலையுள்ள உணவில் எது அடங்கும்?,அரிசி,சாக்லேட்,குப்பை உணவு,சிப்ஸ்,1,ஆரோக்கியம்,அடிப்படை உணவு
beginner,6,Biology,Tamil,எந்த உறுப்பு அமைப்பு ஆக்சிஜனை உடலுக்கு எடுத்துச் செல்கிறது?,சுவாச அமைப்பு,செரிமான அமைப்பு,இரத்த ஓட்ட அமைப்பு,நரம்பியல்,3,இரத்த ஓட்டம்,இரத்தம் மூலம்
beginner,6,Biology,Tamil,எது உயிரணு உட்பகுதி அல்ல?,அணுவகம்,குளோரோபிளாஸ்ட்,கல்,மைட்டோகாண்ட்ரியா,3,உயிரணு,உயிரற்றது
beginner,6,Biology,Tamil,எது நோய்களிலிருந்து காக்கிறது?,கார்போஹைட்ரேட்,புரதம்,வைட்டமின்,கொழுப்பு,3,ஆரோக்கியம்,நோய் எதிர்ப்பு
beginner,6,Biology,Tamil,"வேறுபட்டது: சிறுநீரகம், இதயம், மூளை, மரம்",சிறுநீரகம்,இதயம்,மூளை,மரம்,4,உயிரின உலகம்,உறுப்புகளுக்குள் தாவரம்
beginner,6,Biology,Tamil,கூற்று: தவளைகள் இருவாழ்விகள். காரணம்: அவை நுரையீரல் மூலமே சுவாசிக்கின்றன.,"இரண்டும் சரி, காரணம் விளக்குகிறது","இரண்டும் சரி, காரணம் விளக்கவில்லை","கூற்று சரி, காரணம் தவறு","கூற்று தவறு, காரணம் சரி",3,இருவாழ்விகள்,இரண்டு சுவாச முறைகள்
beginner,6,Biology,Tamil,எந்த உறுப்பு பித்த சாறு சேமிக்கிறது?,சிறுநீரகம்,கருப்பை,இதயம்,மூளை,2,செரிமானம்,மிகப்பெரிய உறுப்பு
beginner,6,Biology,Tamil,பொருத்துக: (a) ஆக்சிஜன் (b) நைட்ரஜன் (c) கார்பன் டையாக்சைடு (d) நீராவி → (i) 21% (ii) 78% (iii) 0.03% (iv) மாறுபடும்,"a-i,b-ii,c-iii,d-iv","a-ii,b-iv,c-i,d-iii","a-iii,b-i,c-ii,d-iv","a-iv,b-iii,c-ii,d-i",1,காற்றின் அமைப்பு,சதவீதம்
beginner,6,Biology,Tamil,இவைகளில் எது இறைச்சி உண்பவனாகும்?,பசு,ஆடு,புலி,மான்,3,உணவுப் பழக்கம்,இறைச்சி உண்பவன்
beginner,6,Biology,Tamil,மேகங்கள் உருவாகும் செயல்முறை எது?,உருகுதல்,தண்மயமாக்கம்,காய்ச்சி,உறைதல்,2,நீர் சுழற்சி,குளிர்ந்த நீராவி
beginner,6,Biology,Tamil,மூளையின் எந்த பகுதி சமநிலையை கட்டுப்படுத்துகிறது?,செரிபிரம்,செரிபெல்லம்,மெடுல்லா,முதுகுத்தண்டு,2,நரம்பியல்,இயக்கம்
beginner,6,Biology,Tamil,"வேறுபட்டது: அரிசி, கோதுமை, உருளைக்கிழங்கு, பால்",அரிசி,கோதுமை,உருளைக்கிழங்கு,பால்,4,உணவுத் தரங்கள்,தாவரப் பொருள் அல்ல
beginner,6,Biology,Tamil,இரவு குருட்டுத்தனத்தைத் தடுக்கும் வைட்டமின் எது?,வைட்டமின் A,வைட்டமின் B,வைட்டமின் C,வைட்டமின் D,1,ஆரோக்கியம்,கேரட்டில் உள்ளது
beginner,6,Biology,Tamil,உயிரின் அடிப்படை அலகு எது?,உறுப்பு,திசு,உயிரணு,உறுப்பு அமைப்பு,3,உயிரணு,நுண்ணோக்கி
beginner,6,Biology,Tamil,"கூற்று: தண்ணீர் உயிருக்கு அவசியம். காரணம்: அது செரிமானம், இரத்த ஓட்டம், ஒளிச்சேர்க்கையில் பயன்படுகிறது.","இரண்டும் சரி, காரணம் விளக்குகிறது","இரண்டும் சரி, காரணம் விளக்கவில்லை","கூற்று சரி, காரணம் தவறு","கூற்று தவறு, காரணம் சரி",1,தண்ணீர்,உயிர் ஆதரவு
beginner,7,Biology,Tamil,உயிரினங்கள் வளர்ச்சி காண்பிக்கின்றன. கீழ்காணும் எந்தது உயிர் பண்பல்ல?,சுவாசம்,வளர்ச்சி,இனப்பெருக்கம்,அடர்மை,4,உயிரின பண்புகள்,"உயிரினங்கள் வளர்கின்றன, சுவாசிக்கின்றன, இனப்பெருக்கம் செய்கின்றன"
beginner,7,Biology,Tamil,குறிப்பு: எல்லா தாவரங்களும் தானாக உணவு தயாரிப்பவர்கள். காரணம்: அவர்கள் கிளோரோபில் பயன்படுத்தி உணவு தயாரிக்கிறார்கள்.,"இரண்டும் உண்மை, R A-ஐ விளக்குகிறது","இரண்டும் உண்மை, R A-ஐ விளக்கவில்லை","A உண்மை, R தவறு","A தவறு, R உண்மை",1,பாட்டசிகை,தானாக உணவு தயாரிப்பவர்கள் கிளோரோபில் பயன்படுத்துகிறார்கள்
beginner,7,Biology,Tamil,பொருத்துக: 1. மூலிகை 2. குட்டை 3. மரம் 4. ஏறி செல்லும் தாவரம்,புல்,ஹிபிஸ்கஸ்,பனி,பண மொட்டை,1,தாவர வகைப்பாடு,"மூலிகை = புல், குட்டை = ஹிபிஸ்கஸ், மரம் = பனி, ஏறி செல்லும் = பணமொட்டை"
beginner,7,Biology,Tamil,ஒற்றை வேறு எது?,அமீபா,பரமீசியம்,மாம்பழம்,யூக்லீனா,3,ஒருசேல் vs பன்மைச் செல்லு,மாம்பழம் = பன்மைச் செல்லு
beginner,7,Biology,Tamil,"கீழ்காணும் எத்தனைவை அசெக்சுவல் இனப்பெருக்க முறைகள்? புழுதி, துணிச்சல், மலர்ச்சி, பூஞ்சை உருவாக்கம்",1,2,3,4,3,அசெக்சுவல் இனப்பெருக்கம்,மலர்ச்சி = செக்சுவல்
beginner,7,Biology,Tamil,காரட் வேரின் மாற்றம் எதற்காக?,சேமிப்பு,உறிஞ்சி பிடித்தல்,ஆதரவு,ஏறுதல்,1,வேர்கள் மாற்றம்,காரட் உணவை சேமிக்கிறது
beginner,7,Biology,Tamil,எந்த பாகம் பாட்டசிகை செய்கிறது?,வேர்கள்,கிளை,இலை,பூ,3,தாவர அமைப்பு,இலை கிளோரோபில் உள்ளது
beginner,7,Biology,Tamil,குறிப்பு: பூக்கள் இனப்பெருக்க பாகங்கள். காரணம்: விதைகள் உற்பத்தி செய்கின்றன.,"இரண்டும் உண்மை, R A-ஐ விளக்குகிறது","இரண்டும் உண்மை, R விளக்கவில்லை","A உண்மை, R தவறு","A தவறு, R உண்மை",1,இனப்பெருக்கம்,பூ → விதைகள்
beginner,7,Biology,Tamil,"ஒற்றை வேறு எது: கல்லீரல், சிறுநீரகம், இதயம், மாம்பழம்",கல்லீரல்,சிறுநீரகம்,இதயம்,மாம்பழம்,4,தாவரம் vs மிருகம்,மாம்பழம் = தாவரம்
beginner,7,Biology,Tamil,எந்த செல்ச் அமைப்பு “சக்தி வீடு” என அழைக்கப்படுகிறது?,அணுக்கூடு,மைட்டோகொண்டிரியா,ரைபோசோம்,வாக்யூல்,2,செல்ச் அமைப்புகள்,மைட்டோகொண்டிரியா = சக்தி
beginner,7,Biology,Tamil,பொருத்துக: 1. அணுக்கூடு 2. ரைபோசோம் 3. வாக்யூல் 4. கிளோரோபிளாஸ்ட்,கட்டுப்பாட்டு மையம்,புரத உற்பத்தி,சேமிப்பு,பாட்டசிகை,1,செல்ச் அமைப்புகள்,"அணுக்கூடு = கட்டுப்பாடு, ரைபோசோம் = புரதம், வாக்யூல் = சேமிப்பு, கிளோரோபிளாஸ்ட் = பாட்டசிகை"
beginner,7,Biology,Tamil,எந்தது வாழிடம் அல்ல?,பாலைவனம்,கடல்,மலை,புரதம்,4,வாழிடம்,புரதம் = வாழிடம் அல்ல
beginner,7,Biology,Tamil,"எத்தனை உயிரினங்கள் ஒருசேல்? அமீபா, ஹைட்ரா, பரமீசியம், யூக்லீனா",1,2,3,4,3,வகைப்பாடு,ஹைட்ரா பன்மைச் செல்லு
beginner,7,Biology,Tamil,குறிப்பு: இலைகள் உணவு தொழிற்சாலைகள் என அழைக்கப்படுகின்றன. காரணம்: இவை கிளோரோபில் கொண்டுள்ளன.,"இரண்டும் உண்மை, R A-ஐ விளக்குகிறது","இரண்டும் உண்மை, R விளக்கவில்லை","A உண்மை, R தவறு","A தவறு, R உண்மை",1,பாட்டசிகை,கிளோரோபில் உணவு தயாரிக்கிறது
beginner,7,Biology,Tamil,"ஒற்றை வேறு: ரோஸ், ஜாஸ்மின், மாம்பழம், புலி",ரோஸ்,ஜாஸ்மின்,மாம்பழம்,புலி,4,தாவரம் vs மிருகம்,புலி = மிருகம்
beginner,7,Biology,Tamil,உருளைக்கிழங்கின் கிளை மாற்றம் எதற்காக?,சேமிப்பு,ஆதரவு,பாட்டசிகை,சுவாசம்,1,கிளை மாற்றம்,உருளைக்கிழங்கு கார்போஹைட்ரேட் சேமிக்கிறது
beginner,7,Biology,Tamil,பொருத்துக: 1. தொடர் வேர (Tap root) 2. நார் வேர (Fibrous root) 3. தாங்கு வேர்கள் (Prop root) 4. உடன் வேர்கள் (Adventitious root),பனி,கோதுமை,மக்காச்சோளம்,புல்,1,வேர்கள் வகை,"தொடர் = பனி, நார் = கோதுமை, prop = மக்காச்சோளம், உடன் = புல்"
beginner,7,Biology,Tamil,மனிதர்களில் எந்தது கழிவுறுப்பு அல்ல?,சிறுநீரகம்,தோல்,இதயம்,நுரையீரல்,3,கழிவு,இதயம் = ரத்தம் பம்ப் செய்கிறது
beginner,7,Biology,Tamil,குறிப்பு: விதைகள் நீரில் பரிணமிக்கின்றன. காரணம்: நீர் என்சைம்களை செயல்படுத்துகிறது.,"இரண்டும் உண்மை, R A-ஐ விளக்குகிறது","இரண்டும் உண்மை, R விளக்கவில்லை","A உண்மை, R தவறு","A தவறு, R உண்மை",1,விதை பரிணாமம்,நீர் = என்சைம்கள் செயல்படும்
beginner,7,Biology,Tamil,"ஒற்றை வேறு: பாக்டீரியா, வைரஸ், பூஞ்சை, ரோஸ்",பாக்டீரியா,வைரஸ்,பூஞ்சை,ரோஸ்,4,மைக்ரோபுகள்,ரோஸ் = தாவரம்
beginner,7,Biology,Tamil,தாவரங்களில் செக்சுவல் இனப்பெருக்க முறையல்ல?,உரைச்செறிவு,மலர்ச்சி,பூஞ்சை உருவாக்கம்,விதை உருவாக்கம்,3,இனப்பெருக்கம்,பூஞ்சைகள் = அசெக்சுவல்
beginner,7,Biology,Tamil,பொருத்துக: 1. மலேரியா 2. டைபாய்டு 3. டெங்கு 4. டிபிகுலோசிஸ்,ஈ,பாக்டீரியா,வைரஸ்,பாக்டீரியா,2,சுகாதாரம்,"மலேரியா = ஈ, டைபாய்டு = பாக்டீரியா, டெங்கு = வைரஸ், டிபிகுலோசிஸ் = பாக்டீரியா"
beginner,7,Biology,Tamil,"கீழ்காணும் எத்தனை உறுப்புகள் செரிமான அமைப்பில் உள்ளன? குதல்வாய், இதயம், குடல், கல்லீரல்",1,2,3,4,3,செரிமான அமைப்பு,இதயம் = அல்ல
beginner,7,Biology,Tamil,குறிப்பு: சுத்தம் நோய்களை தடுக்கும். காரணம்: கிருமிகளை அழிக்கிறது.,"இரண்டும் உண்மை, R A-ஐ விளக்குகிறது","இரண்டும் உண்மை, R விளக்கவில்லை","A உண்மை, R தவறு","A தவறு, R உண்மை",1,சுகாதாரம்,சுத்தம் = கிருமிகளை அழிக்கும்
beginner,7,Biology,Tamil,"ஒற்றை வேறு: எலி, வண்ணத்துப்பூச்சி, பரந்தக்கோழி, மாம்பழம்",எலி,வண்ணத்துப்பூச்சி,பரந்தக்கோழி,மாம்பழம்,4,மிருகம் vs தாவரம்,மாம்பழம் = தாவரம்
beginner,7,Biology,Tamil,எந்த செல்ச் அமைப்பு செயல்பாடுகளை கட்டுப்படுத்துகிறது?,வாக்யூல்,அணுக்கூடு,மைட்டோகொண்டிரியா,ரைபோசோம்,2,செல்ச்,அணுக்கூடு = கட்டுப்பாடு
beginner,7,Biology,Tamil,பொருத்துக: 1. மூளை 2. இதயம் 3. நுரையீரல் 4. சிறுநீரகம்,கட்டுப்பாடு,சுழற்சி,சுவாசம்,கழிவு,4,மனித உறுப்புகள்,"மூளை = கட்டுப்பாடு, இதயம் = சுழற்சி, நுரையீரல் = சுவாசம், சிறுநீரகம் = கழிவு"
beginner,7,Biology,Tamil,எந்தது பரவக்கூடியது அல்ல?,குளிர்,மலேரியா,நீரிழிவு,டெங்கு,3,சுகாதாரம்,நீரிழிவு = பரவாதது
beginner,7,Biology,Tamil,குறிப்பு: வெள்ளை இரத்தக் கோழிகள் பாதுகாக்கின்றன. காரணம்: அவை ஆன்டிபாடிகள் உற்பத்தி செய்கின்றன.,"இரண்டும் உண்மை, R A-ஐ விளக்குகிறது","இரண்டும் உண்மை, R விளக்கவில்லை","A உண்மை, R தவறு","A தவறு, R உண்மை",1,நோய் எதிர்ப்பு,WBCs ஆன்டிபாடிகள் செய்கின்றன
beginner,7,Biology,Tamil,"ஒற்றை வேறு: சூரிய ஒளி, நீர், மண், சிறுநீரகம்",சூரிய ஒளி,நீர்,மண்,சிறுநீரகம்,4,தாவர தேவைகள்,சிறுநீரகம் = மிருக உறுப்பு
beginner,7,Biology,Tamil,எந்தது ஒருசேல் அல்ல?,அமீபா,ஹைட்ரா,யூக்லீனா,பரமீசியம்,2,வகைப்பாடு,ஹைட்ரா = பன்மைச் செல்லு
beginner,7,Biology,Tamil,குறிப்பு: பழங்கள் முட்டையில் உருவாகின்றன. காரணம்: முட்டையில் விதைகள் உள்ளன.,"இரண்டும் உண்மை, R A-ஐ விளக்குகிறது","இரண்டும் உண்மை, R விளக்கவில்லை","A உண்மை, R தவறு","A தவறு, R உண்மை",1,இனப்பெருக்கம்,முட்டை → பழம்
beginner,7,Biology,Tamil,"ஒற்றை வேறு: தொடர் வேர்கள், நார் வேர்கள், prop root, அணுக்கூடு",தொடர்,நார்,prop,அணுக்கூடு,4,தாவரம் vs செல்ச்,அணுக்கூடு = செல்ச் பகுதி
beginner,7,Biology,Tamil,எந்த செல்ச் அமைப்பில் மரபணு உள்ளது?,மைட்டோகொண்டிரியா,அணுக்கூடு,ரைபோசோம்,வாக்யூல்,2,செல்ச்,அணுக்கூடு = DNA
beginner,7,Biology,Tamil,பொருத்துக: 1. கல்லீரல் 2. இதயம் 3. மூளை 4. நுரையீரல்,ரத்த சுழற்சி,சுவாசம்,கட்டுப்பாடு,பித்தச்சாறு,4,மனித உறுப்புகள்,"கல்லீரல் = பித்தச்சாறு, இதயம் = சுழற்சி, மூளை = கட்டுப்பாடு, நுரையீரல் = சுவாசம்"
beginner,7,Biology,Tamil,எந்தது அசெக்சுவல் இனப்பெருக்கம் அல்ல?,புழுதி,இரட்டை பிரிவு,பூஞ்சை உருவாக்கம்,மலர்ச்சி,4,இனப்பெருக்கம்,மலர்ச்சி = செக்சுவல்
beginner,7,Biology,Tamil,குறிப்பு: ஆன்டிபயாடிக்கள் பாக்டீரியாவை அழிக்கின்றன. காரணம்: புரத உற்பத்தியை நிறுத்துகின்றன.,"இரண்டும் உண்மை, R A-ஐ விளக்குகிறது","இரண்டும் உண்மை, R விளக்கவில்லை","A உண்மை, R தவறு","A தவறு, R உண்மை",1,சுகாதாரம்,ஆன்டிபயாடிக்கள் பாக்டீரியா மீது செயல்படும்
beginner,7,Biology,Tamil,"ஒற்றை வேறு: தோல், சிறுநீரகம், நுரையீரல், அணுக்கூடு",தோல்,சிறுநீரகம்,நுரையீரல்,அணுக்கூடு,4,கழிவு,அணுக்கூடு = கழிவுறை அல்ல
beginner,7,Biology,Tamil,பாட்டசிகை நடைபெறும் இடம் எது?,வேர்கள்,இலை,கிளை,விதைகள்,2,பாட்டசிகை,கிளோரோபிளாஸ்ட் இல் நடைபெறும்
beginner,7,Biology,Tamil,பொருத்துக: 1. பூஞ்சை 2. புழுதி 3. துணிச்சல் 4. விதைகள்,ஈஸ்ட்,algae,பெர்ன்,மாம்பழம்,1,இனப்பெருக்கம்,"பூஞ்சை = பெர்ன், புழுதி = ஈஸ்ட், துணிச்சல் = algae, விதை = மாம்பழம்"
beginner,7,Biology,Tamil,எந்தது உயிர் பண்பல்ல?,சுவாசம்,வளர்ச்சி,இனப்பெருக்கம்,உருக்கம்,4,உயிரினங்கள்,உருக்கம் = உயிர் அல்ல
beginner,7,Biology,Tamil,குறிப்பு: ரத்தம் ஆக்சிஜன் கடத்துகிறது. காரணம்: சிவப்பு இரத்தக் கோழிகளில் ஹீமோகுளோபின் உள்ளது.,"இரண்டும் உண்மை, R A-ஐ விளக்குகிறது","இரண்டும் உண்மை, R விளக்கவில்லை","A உண்மை, R தவறு","A தவறு, R உண்மை",1,சுழற்சி,ஹீமோகுளோபின் ஆக்சிஜன் கடத்துகிறது
beginner,7,Biology,Tamil,"ஒற்றை வேறு: இதயம், மூளை, கிளை, சிறுநீரகம்",இதயம்,மூளை,கிளை,சிறுநீரகம்,3,தாவரம் vs மனிதன்,கிளை = தாவரம்
beginner,7,Biology,Tamil,எந்த செல்ச் அமைப்பு “சமையலறை” என அழைக்கப்படுகிறது?,அணுக்கூடு,கிளோரோபிளாஸ்ட்,ரைபோசோம்,மைட்டோகொண்டிரியா,2,பாட்டசிகை,கிளோரோபிளாஸ்ட் உணவு செய்கிறது
beginner,7,Biology,Tamil,பொருத்துக: 1. சிறுநீரகம் 2. இதயம் 3. மூளை 4. குதல்வாய்,சுழற்சி,செரிமானம்,கட்டுப்பாடு,கழிவு,4,உறுப்புகள்,"சிறுநீரகம் = கழிவு, இதயம் = சுழற்சி, மூளை = கட்டுப்பாடு, குதல்வாய் = செரிமானம்"
beginner,7,Biology,Tamil,எந்தது வாழிடம் உதாரணம் அல்ல?,பாலைவனம்,கடல்,மலை,DNA,4,வாழிடம்,DNA = வாழிடம் அல்ல
beginner,7,Biology,Tamil,குறிப்பு: கிளை தண்ணீரை எடுத்துச் செல்கிறது. காரணம்: ஜைலம் உதவுகிறது.,"இரண்டும் உண்மை, R A-ஐ விளக்குகிறது","இரண்டும் உண்மை, R விளக்கவில்லை","A உண்மை, R தவறு","A தவறு, R உண்மை",1,தாவர அமைப்பு,ஜைலம் = தண்ணீர் எடுத்துச் செல்லும்
beginner,7,Biology,Tamil,"ஒற்றை வேறு: அமீபா, யூக்லீனா, பரமீசியம், உருளைக்கிழங்கு",அமீபா,யூக்லீனா,பரமீசியம்,உருளைக்கிழங்கு,4,வகைப்பாடு,உருளைக்கிழங்கு = பன்மைச் செல்லு
beginner,7,Biology,Tamil,செல்களில் சக்தி உற்பத்தி எது செய்கிறது?,ரைபோசோம்,வாக்யூல்,மைட்டோகொண்டிரியா,அணுக்கூடு,3,செல்ச் அமைப்புகள்,மைட்டோகொண்டிரியா ATP செய்கிறது
beginner,7,Biology,Tamil,பொருத்துக: 1. தோல் 2. நுரையீரல் 3. கல்லீரல் 4. சிறுநீரகம்,பாதுகாப்பு,சுவாசம்,பித்தச்சாறு,கழிவு,3,மனித உடல்,"தோல் = பாதுகாப்பு, நுரையீரல் = சுவாசம், கல்லீரல் = பித்தச்சாறு, சிறுநீரகம் = கழிவு"
intermediate,8,Biology,Tamil,எந்த மைக்ரோஆர்கானிஸம் ஆன்டிபயாடிக்கள் தயாரிப்பதில் பயன்படுகிறது?,பாக்டீரியா,வைரஸ்,புரோடோசோ,algae,1,மைக்ரோஆர்கானிஸங்கள்,பெனிசில்லின் நினைவில் கொள்ளுங்கள்
intermediate,8,Biology,Tamil,"பொருத்துக: (A) algae – (i) ரொட்டி, (B) ஈஸ்ட் – (ii) பாட்டசிகை, (C) பூஞ்சை – (iii) காளான், (D) பாக்டீரியா – (iv) நைட்ரஜன் உறுதி. சரியான பொருத்தம்?","A-ii,B-i,C-iii,D-iv","A-i,B-ii,C-iii,D-iv","A-ii,B-iii,C-i,D-iv","A-iii,B-iv,C-i,D-ii",1,மைக்ரோஆர்கானிஸங்கள்,தனித்துவமான பயன்பாடுகளை நினைவில் கொள்ளுங்கள்
intermediate,8,Biology,Tamil,"குறிப்பு (A): மைக்ரோஆர்கானிஸங்கள் பயன்பாடும் மற்றும் தீங்கும் இரண்டும் இருக்கலாம். காரணம் (R): சில மைக்ரோஆர்கானிஸங்கள் நைட்ரஜன் உறுதி செய்கின்றன, மற்றவை நோய்களை ஏற்படுத்துகின்றன.","A உண்மை, R உண்மை, R A-ஐ விளக்குகிறது","A உண்மை, R உண்மை, R விளக்கவில்லை","A உண்மை, R தவறு","A தவறு, R உண்மை",1,மைக்ரோஆர்கானிஸங்கள்,இருவிருப்பமும் சரியாக உள்ளன
intermediate,8,Biology,Tamil,இத்தொற்று நோய் எந்த மைக்ரோஆர்கானிஸத்தால் ஏற்படுகிறது?,டியூபெர்குலோசிஸ்,மலேரியா,டைபாய்டு,இன்ஃப்ளூயன்சா,2,மைக்ரோஆர்கானிஸங்கள்,ஈ உருவான நோயை நினைவில் கொள்ளுங்கள்
intermediate,8,Biology,Tamil,"ஒற்றை வேறு: ஈஸ்ட், காளான், பெனிசில்லியம், அமீபா",ஈஸ்ட்,காளான்,பெனிசில்லியம்,அமீபா,4,மைக்ரோஆர்கானிஸங்கள்,ஒன்று பூஞ்சை அல்ல
intermediate,8,Biology,Tamil,தாவரத்தில் எந்த பாகம் பாட்டசிகை செய்கிறது?,வேர்கள்,கிளை,இலை,பூ,3,தாவர உலகம்,பச்சை பாகம்
intermediate,8,Biology,Tamil,ப்ரையோஃபைட்டுகள் என்ன அழைக்கப்படுகின்றன?,தாவர உலகின் amphibians,விதை தாவரங்கள்,algae,அங்கியோஸ்பர்ம்கள்,1,தாவர உலகம்,நிலத்திலும் நீரிலும் வாழ்கின்றன
intermediate,8,Biology,Tamil,குறிப்பு (A): algae தானாக உணவு தயாரிப்பவர்கள். காரணம் (R): இவை கிளோரோபில் கொண்டுள்ளன.,"A உண்மை, R உண்மை, R A-ஐ விளக்குகிறது","A உண்மை, R உண்மை, R விளக்கவில்லை","A உண்மை, R தவறு","A தவறு, R உண்மை",1,தாவர உலகம்,பச்சை நிறம் நினைவில் கொள்ளுங்கள்
intermediate,8,Biology,Tamil,"பொருத்துக: (A) algae – (i) ரைசோபஸ், (B) பூஞ்சை – (ii) ஸ்பைரோஜிரா, (C) ப்ரையோஃபைட்டுகள் – (iii) ஃபுனாரியா, (D) அங்கியோஸ்பர்ம்கள் – (iv) கடலை","A-ii,B-i,C-iii,D-iv","A-i,B-ii,C-iii,D-iv","A-ii,B-iii,C-iv,D-i","A-iii,B-i,C-ii,D-iv",1,தாவர உலகம்,ஒவ்வொரு உதாரணத்தையும் இணைக்கவும்
intermediate,8,Biology,Tamil,"ஒற்றை வேறு: ஸ்பைரோஜிரா, ஃபுனாரியா, நீம், அமீபா",ஸ்பைரோஜிரா,ஃபுனாரியா,நீம்,அமீபா,4,தாவர உலகம்,தாவரம் அல்ல
